"","X1","artist","song","spotify_uri","Album","Release"
"241",241,"220 Volt","Son In Law","0T2DjC1TLLM7QIf7VQjmVP","Lethal Illusion","2009"
"242",242,"220 Volt","Woman In White (LIVE)","5B1TaAJdMzMluOCKFrorGO","Volume 1","2009"
"243",243,"23 Skidoo","Atmosfear","1AaILs9AypdTtROmOhZ6dz","23 Skidoo","2000"
"244",244,"23 Skidoo","Coup (In The Palace)","126K0jUd6yx8J1qCTIeYut","Urban Gamelan","1984"
"245",245,"23 Skidoo","Drunken Reprisal","2xpgcyfdDz0MpkFM81WgVe","Urban Gamelan","1984"
"246",246,"23 Skidoo","Dusk To Dawn","17gLrzz1U0rXyE4rfxTkiV","23 Skidoo","2000"
"247",247,"23 Skidoo","Eye Spy","4VxGQis0dxbSPk7zmVlXjm","Just Like Everybody Part Two","2002"
"248",248,"23 Skidoo","Healing (For The Strong) (Part 2 - A Summer Rite)","6ViB7Cr4LS32jya4nU4sQg","The Culling Is Coming","2008"
"249",249,"23 Skidoo","Language (Dub)","5GXLTKk0xAV06NGIvy1ztC","Just Like Everybody","2008"
"250",250,"23 Skidoo","Meltdown","5UomDLHwHYScgZunTV20Ww","23 Skidoo","2000"
"251",251,"23 Skidoo","Return of the Dragon","4ctAz9QUGqrOAzjLgHXxul","Just Like Everybody Part Two","2002"
"252",252,"23 Skidoo","Roninstep","4q8HPj3sl5RZ5reyanGngu","Just Like Everybody Part Two","2002"
"253",253,"23 Skidoo","Shrine","1JkUSzdpSmMlaCMuiQR2NH","Just Like Everybody","2008"
"254",254,"23 Skidoo","Shrine (Part 1 - A Winter Ritual)","2GxALhrCo2vyL4Y6oeDZxQ","The Culling Is Coming","2008"
"255",255,"25 Ta Life","Hardcore Rules","75UjNrkncJ1idxVzlxkxLW","Friendship Loyalty Commitment","1999"
"256",256,"25 Ta Life","I Dont Care About You","3Vyj8euJZwy5Vdbo2p02L6","Hellbound Misery Torment","2006"
"257",257,"25 Ta Life","Inside Knowledge","17CjVgQEk8ucCy1Nu0NlMj","Forever True Represent","2008"
"258",258,"25 Ta Life","Ladyluck","2tmDn9E6ibA8Q0S5vQ657a","Hellbound Misery Torment","2006"
"259",259,"25 Ta Life","Lead Song","0HnwHRVnLt55TPuwKF2Fmc","Haterz Be Damned: New, Old & Rare","2004"
"260",260,"25 Ta Life","So Cold","4tXASFBdf2buCSnqHffoJ2","Best Of Friends/Enemies","2003"
"261",261,"2562","Enforcers","0jyl6JzJuy8LlWjLYkP32X","Aerial","2008"
"262",262,"2562","Superflight","59jrdPnMVSJd2naX8k7JTd","Unbalance","2009"
"263",263,"2562","Third Wave","1d07Xkn7p0yHzim1FueOm1","Love in Outer Space / Third Wave","2009"
"264",264,"2562","Unbalance","3KVYj87D3E41V41veqUFle","Unbalance","2009"
"265",265,"28 Costumes","Dull Boy","50bjR7wBwUMOvnKg1uAby5","The Fake Death Experience","2004"
"266",266,"28 Costumes","Fradulent","3xMmgZPHYs10P6laMdmu14","The Fake Death Experience","2004"
"267",267,"28 Costumes","I'm Not Going To Get Along With Him","4EPfX48MAnNKj5jnQ80rwG","The Fake Death Experience","2004"
"268",268,"28 Costumes","Still","28MQim4tgoLlYSbsZhtD9T","The Fake Death Experience","2004"
"269",269,"2econd Class Citizen","Step Inside","42pynge5pfGD26GtYMQ9p8","A World Without","2009"
"270",270,"2econd Class Citizen","The Day Youre Lost Or Found","19P7xAlelgz1N9ylIpUmMM","A World Without","2009"
"271",271,"2econd Class Citizen","The Way I Feel","5zfNROuC3aaUWH0S3YdFYr","Wyred Folk EP","2007"
"272",272,"2econd Class Citizen","Wait For Me","792YbV4OWZmjZ32mdiuN2l","A World Without","2009"
"273",273,"2econd Class Citizen","Wishing Well (Wyred Remix)","74qw7TJhAdcgz1XUeXyKej","Wyred Folk EP","2007"
"274",274,"2K","El evated","16hx1ojhFugLovwORXnTWV","Urban Industrial Jazz","2001"
"275",275,"2K","Sewer Cruiser","0glg3DeFMH2d3giZwrmH3b","Urban Industrial Jazz","2001"
"276",276,"2K","What Music Are You","2YWWh4zRC9RVcPN3aJaJFn","Urban Industrial Jazz","2001"
"277",277,"2MB","Chiara (Original)","7avNi2VAtJBju6OnNy0znH","Housession 4","2008"
"278",278,"2Mex","Across & Down","0AsM6nUDqsRYgsj3u7z7FU","B-Boys in Occupied Mexico","2000"
"279",279,"2Mex","Love You the Same","41ioiITfIbFcHssWLxGSpZ","B-Boys in Occupied Mexico","2000"
"280",280,"2Mex & Life Rexall","Green Grass","4oYpqVOcRgWygi5J8RVBm5","2Mex & Life Rexall Are $martyr","2006"
"281",281,"2nd II None","Be True To Yourself","7eH6rFngQor2A08suABvGI","2nd II None","1991"
"282",282,"2nd II None","The Life Of A Player","16p2wiojmmFFNGXZ6bhxLy","2nd II None","1991"
"283",283,"2nd II None","Y?","2srWA2F7Dll5DpiTqrB5vq","Classic 220","1999"
"284",284,"2Pac","Enemies With Me","0aEW8gfrtpCLdCnQMSAMRA","R U Still Down? [Remember Me]","1997"
"285",285,"2Pac","Fuck All Y'all","7s7yRjAnmqnNkT8TaRkzvc","R U Still Down? [Remember Me]","1997"
"286",286,"2Pac","Old School","4GGbJ60q5HIN8wKOp9Xabz","Me Against The World","1995"
"287",287,"2Pac","Starin' Through My Rear View","7025kUXC8eUXeWToS2gZXO","Resurrection (Music From And Inspired By The Motion Picture)","2003"
"288",288,"2Pac / Anthony Hamilton","Dear Mama","1R2fgS0ZEIgol44SFN2BrL","The Best Of 2Pac (Pt. 1: Thug)","2007"
"289",289,"2Pac / Trick Daddy","Still Ballin'","6CMidyjegRGsM2NyEmbuoT","Better Dayz","2002"
"290",290,"2raumwohnung","Besser Geht's Nicht","5grgrK1xKShKQaAuOsbWlX","36Grad","2007"
"291",291,"2raumwohnung","Der Sommer Der Jetzt Nicht War","5fZ5p9o9Z80ymygq9U4GZY","36Grad","2007"
"292",292,"2raumwohnung","Kommt zusammen","4RZclpT1QTxXcRNTnvlCsq","Kommt zusammen","2001"
"293",293,"2raumwohnung","Lachen und weinen","4FmAH94FSwWaBTJI4V21tP","Kommt zusammen","2001"
"294",294,"2raumwohnung","Lachen und weinen (Sun Electric Remix)","0WGF4NWNzx7ybpsSnQ9tgz","Kommt zusammen Remix Album","2002"
"295",295,"2raumwohnung","Nimm Sie","67ZkuOlDo3G4qiG79y87H0","36Grad","2007"
"296",296,"2raumwohnung","Sasha (Sex Secret)","21w0WXPgEAKqaTC2BEIwbW","Es wird morgen","2004"
"297",297,"2tall","Preparation","36fTOzQaNbsb2xsk24ot5A","Peaceful Warrior","2006"
"298",298,"2tall","Sword 2","2ZGxf7xzlYbTGO1OTqX6wm","Peaceful Warrior","2006"
"299",299,"2tall feat. E Saint","Trains","3VxggriQDO2jY3POFf8O2Q","The Softer Diagram","2008"
"300",300,"2XL","Clap Music","1rJtxIKB2YzkYDp8fN5DoZ","Neighborhood Rapstar","2007"
"301",301,"2XL","Magic City","7MVQ9kLmRIWa9b0G9hl91l","Neighborhood Rapstar","2007"
"302",302,"2XL","Mama of Mine","4WcYabg2TbCvtctlUFkt2f","Neighborhood Rapstar","2007"
"303",303,"2XL","The Chapters","3NYDxB9pCfUK19apyzsnYK","Neighborhood Rapstar","2007"
"304",304,"3 Channels","Aphasie","3COZgV05LZjGw9zE8LGvNn","Technoid Wildlife VI","2012"
"305",305,"3 Channels","This is your Sex","0kaQZQ1O2Y86i5e42G5OTo","No Music For Old Men, Vol. 7 - Dirtiest Techno Tunes","2013"
"306",306,"3 Cold Men","Crossing Waters","36vAgA6TJGzWA9oCLEYn8c","Photogramm","2008"
"307",307,"3 Cold Men","I Need To Know","4DFiBsZi0pM2PKjKpC7KhY","Photogramm","2008"
"308",308,"3 Cold Men","My Greatest Greta","6XCLg9uaoRknyOyp6M8sVZ","Photogramm","2008"
"309",309,"3 Colours Red","Back To The City","6zSDmm5G6ABqx0lj8EhKgS","Revolt","1999"
"310",310,"3 Colours Red","Copper Girl","6s0EtvU5bt2nn03rlD2qlj","Nuclear Holiday","2007"
"311",311,"3 Colours Red","Mental Blocks","4SXu0XnRttCXpVZ9Q89sEn","Nuclear Holiday","2007"
"312",312,"3 Colours Red","Sixty Mile Smile","0GJdSDsaHl7g7Nf2iwvlyd","Nuclear Holiday","2007"
"313",313,"3 Deep","House Beat","7qOsWy9SmsFKvIiX9dDmGR","Sacred Space EP","2009"
"314",314,"3 Deep","Underground Investigation","1VPGshnpcmiuYTYTdplold","Shadow Dance","2009"
"315",315,"3 Doors Down","Duck And Run","0s8OsDxW96cl290PcsI2mX","The Better Life","2000"
"316",316,"3 Doors Down","My World","6nKotSZqZioQ7Ny3iEm0SS","Seventeen Days","2005"
"317",317,"3 Doors Down","Where My Christmas Lives","1Yv2NZoGHY49UFf12LPnKy","Where My Christmas Lives","2009"
"318",318,"3 Doors Down","Your Arms Feel Like Home","0SanLvXc3eSY7XqfeMlDOS","3 Doors Down","2008"
"319",319,"3 Gars Su'l Sofa","Les loisirs","71QNFEllnfcUkDv8FFv24O","Des cobras, des tarentules","2007"
"320",320,"3 Gars Su'l Sofa","Trois","40bfA13fsSgwdSiycyzmMZ","Des cobras, des tarentules","2007"
"321",321,"3 Inches Of Blood","Call of the Hammer","2zAafMuovN3dBmRY0Mes49","Here Waits Thy Doom","2010"
"322",322,"3 Inches Of Blood","Snake Fighter","1onf9lP1XtB7EfrlAQHQL4","Here Waits Thy Doom","2010"
"323",323,"3 of Hearts","Over The Edge","2Z8URxpD4nlb3GUlQjQSFb","3 Of Hearts","2001"
"324",324,"3 of Hearts","Sugar and Daisies","2y7vDnghGyEZE7xLhGZjtP","3 Of Hearts","2001"
"325",325,"3 of Hearts","You Break Me","2AYisDKTgIFcBW7rm7kvO8","3 Of Hearts","2001"
"326",326,"3 Steps Ahead","Gabbers Unite","1bwxynvl54cECrZp0X0GC6","Early Rave Anthems Part 5","2017"
"327",327,"3 Way Funk","3am Voice Mail Skit","2EAJHDKu5ZG94I7S2A2tBx","3 Way Funk","2004"
"328",328,"3 Way Funk","My Dog","3wHpfQLGtlLtmJa13atIt5","3 Way Funk","2004"
"329",329,"3-11 Porter","Surround Me With Your Love","3-11 Porter","ERROR subscript",NA
"330",330,"30 Seconds To Mars","L490","30 Seconds To Mars","ERROR subscript",NA
"331",331,"303","Aciid","3I192DwxhdpXAhZo4m56eT","Bonzai Limited - Metallic Series","2009"
"332",332,"310","A Fare to Remember","5DKkGJW6tmIuKxTBkQzeTO","Recessional","2003"
"333",333,"310","Cloud Rooms","6gWIkeRRLczXQzACKKq7H5","Recessional","2003"
"334",334,"310","Dick Vitale Is Dead","3JRS6ozBkTYIyJr8M5PSPv","Downtown & Brooklyn Only: Snorkelhouse & Aug 56","2001"
"335",335,"310","Prewar Doorman","0k3nem3lEC3zh9Z9Id8OSd","Downtown & Brooklyn Only: Snorkelhouse & Aug 56","2001"
"336",336,"310","Tequila Priest","2k6Ultx5EP5vQkNE0ZIh1p","The Dirty Rope","1999"
"337",337,"310","Urban Mantras","4KwuExhU2FqjSzUAWxM85p","Downtown & Brooklyn Only: Snorkelhouse & Aug 56","2001"
"338",338,"310","Your Mother's No Good Here","6HaygPOeSYSWtwrUhdYOe8","Downtown & Brooklyn Only","2001"
"339",339,"311","Coda","383qO3OgUuPl2ef3g44hHh","With the Unity Orchestra - Live from New Orleans - 311 Day 2014","2014"
"340",340,"311","Do You Right","32OYTwlzWk8parINs4NyyK","The Essential 311","2016"
"341",341,"311","Eons","6OqRH1Hu3NsYeigbVmVCcu","Soundsystem","1999"
"342",342,"311","Fat Chance","6mZ6OBnYofGJXFM0paysSs","Music","1993"
"343",343,"311","First Straw","6FEzFxEbAj0y0FJjJUVWna","Greatest Hits '93 - '03","2004"
"344",344,"311","Guns (are for *******)","6ZpYLIYdXxLLiA4oZjxVjp","311","1995"
"345",345,"311","Hive","1CQB6Z27O8Es2O9LWld1K4","311","1995"
"346",346,"311","India Ink","50wG4G3IzaMBGJbA8FaazE","Uplifter","2009"
"347",347,"311","Mindspin","3LTOXFz7XrWCGvpVSBqxbx","Soundsystem","1999"
"348",348,"311","Mix It Up","1nn9jXV1ttiIP5mLHQPILa","Uplifter","2009"
"349",349,"311","My Stoney Baby","2KHn9Hlv8kU1DVohI0sIKP","Music","1993"
"350",350,"311","Random","38LmUFMkw1W28bLJZWVRDQ","311","1995"
"351",351,"311","Solar Flare","0MxIsMykufohrTVx6gNxF9","Don't Tread On Me","2005"
"352",352,"31Knots","E For Alpha","7qnNkT61utRohnps1x0wUA","A Word Is Also A Picture Of A Word","2002"
"353",353,"31Knots","Sanctify","33VwvWbjRrG2vtoLDcYooz","WUAG Presents: Wooden Anniversary","2008"
"354",354,"32 Leaves","Deep Breath","5VbEu3c5d9RwBPWxzWI4yg","Welcome to the Fall","2005"
"355",355,"32 Leaves","Endless Shadow","2cUp1ZBRK3jYWYXUZUxT8d","Panoramic","2009"
"356",356,"32 Leaves","Overflow","5lUk4TNmMpRoS5lW46z3tR","Welcome to the Fall","2005"
"357",357,"32 Leaves","Sideways","09dkofEL7JCetsjT0Gp3BE","Panoramic","2009"
"358",358,"32 Leaves","Waiting","2G7iMElUhcJob6Vup04Ru4","Welcome to the Fall","2005"
"359",359,"33Hz","Crazy All The Time","7Jkr1tEQgTd3mmmLsZa7Jy","33HZ","2005"
"360",360,"33Miles","Stand Amazed","1342lxcm0udzmP7GE0BIaC","33Miles","2007"
"361",361,"33Miles","Thank You","0TUmFbRujQBakRBFj7HQI8","33Miles","2007"
"362",362,"35007","The Elephant Song","24ENYWfpbnIOGKDW11pXCJ","Especially for You","2008"
"363",363,"3582","Bad Form (Instrumental)","3JGAph2dXRvkTwWeggVYvu","The Living Soul EP (Instrumentals)","2002"
"364",364,"3582","Loser Type","6veEf5OGzwv061bHn39MFu","Situational Ethics","2003"
"365",365,"3582","The E","5mFTI5d54MbkKJeO4qiXhr","Situational Ethics","2003"
"366",366,"3582","Vanessa From Venezuela","3FReeuzSopfaMzL1QXbqEa","Situational Ethics","2003"
"367",367,"3582","What Could Be (Instrumental)","6WzjfztCJo0dFhDPBr0i7x","The Living Soul EP (Instrumentals)","2002"
"368",368,"36 Crazyfists","Vast And Vague","64Qr62VFZnlusFNJgf4H0N","The Tide And Its Takers","2008"
"369",369,"37500 Yens","Astero","0WR05prXcA8n6UZvzGsqrB","Astero","2007"
"370",370,"37500 Yens","Microphonie","3eGJ97aHvfYOJd7tl9s5bE","Astero","2007"
"371",371,"37500 Yens","The Sullivan's Quartet","4ISifIEPAF4oPkIHJCYv7I","Astero","2007"
"372",372,"38 Special","Take Me Back","6DLJ5EPA89O43iB0Xa1k1o","The Very Best Of The A&M Years (1977-1988)","2003"
"373",373,"38 Special","Twentieth Century Fox","0UmSYJEm4MhhLgs9lrBpMC","The Very Best Of The A&M Years (1977-1988)","2003"
"374",374,"3d5spd","Tunnel Vision","3d5spd","Fever in the Ice Age","2002"
"375",375,"3LW","'Til I Say So","616PU5S2etcpyRsqXVAYBN","3LW","2000"
"376",376,"3Rd Alley","American Dream ?","6hxkKsmONAUV6PE9MdbHW3","After School Special","2006"
"377",377,"3Rd Alley","Happy Tank","00Geoe7XTaaLQwaOwi4jLK","After School Special","2006"
"378",378,"3Rd Alley","I Need Sleep","6SGY30Puj89xhn4pG05AzN","After School Special","2006"
"379",379,"3rd Bass","Jim Backus","1mBb8ZSVNsYV8ZPlA2nCMT","trigger","trigger"
"380",380,"3rd Bass","Wordz Of Wizdom","4db7SU1762kwi013LJWvpf","trigger","trigger"
"381",381,"3rd Brillyance","For Sale","323K3cuEndxfieuMfQ6nQR","trigger","trigger"
"382",382,"3rd Brillyance","Then Ya Gone","31YeJJMzc5k2j9gsfZXvMd","trigger","trigger"
"383",383,"3rd Degree","Long Tall Thighs","0CYrO0erPrLw9Z6gDbBbEl","trigger","trigger"
"384",384,"3rd Degree","Love is Dangerous","3m0awX5qT2jDfNr145ULFe","3rd Degree","1999"
"385",385,"3rd Force","Between Friends","3l8j0yDliyJ64TA6huEAhd","3rd Force","1994"
"386",386,"3rd Force","Force Of Nature","5vDDqMmAKsNfeYlmUIbdWq","Force Of Nature","1995"
"387",387,"3rd Force","Once In A Lifetime","2hlgvRTQk3uTl2U70tQIEZ","Force Field","1999"
"388",388,"3rd Force","Straight Up","7rcBFsmHzcUla4kNCJkGu1","Force Field","1999"
"389",389,"3rd Force","This Is The One (Intro)","1iRt826YVDyp1vJaYwoukg","Driving Force","2005"
"390",390,"3rd Force","Under Your Spell","2mtYjdtZzM2Wmla9uzmeJ7","Gentle Force","2002"
"391",391,"3rd Force","You Gotta Be Real","4p2hZFVcQiST3CZVQFeBQQ","Collective Force","2000"
"392",392,"3rd Matinee","Ordinary Day","23aGHA28FCEe2Ml31eor8B","Meanwhile","1994"
"393",393,"3T","With You","53bS6Dp4j1v0GUZ0lZduOK","Brotherhood","1995"
"394",394,"3UpNorth","Drum Culture","1bgh9gM09qgqDebUgBBsuK","Progrez Nation - Beta Stage","2008"
"395",395,"3X Krazy","Call the Coroner","3qCzSkAxh3WdTfv5IsVFrD","Stackin Chips / Real Talk","2006"
"396",396,"4 Clubbers","Let Me Be Your Fantasy","0slGLTVytDubDb1N0XXbKf","Let Me Be Your Fantasy","2006"
"397",397,"4 Non Blondes","Superfly","0BEiMf0IidmdEeY2Kp1nUA","Bigger, Better, Faster, More !","1992"
"398",398,"4 Or 5 Magicians","Behind Each Other Backs","6Y95tnQt7aS4Hd7tiwGWCN","Empty, Derivative Pop Songs","2009"
"399",399,"4 Or 5 Magicians","Forever On The Edge (Tom Waits Version)","32T0gMRUFD4tkY32gxwDBJ","Forever On the Edge","2007"
"400",400,"4 Promille","Aus dem Regen","5hXmKdHICnrL8BCqKRlm47","Alte Schule","2007"
"401",401,"4 Promille","Chaos","5FoxpaAHdbQsgQioywl9qV","Und ab","2000"
"402",402,"4 Promille","Fight For Your Class","1uYW1k55JkUU4HmargKaJJ","Im nächsten Leben","1998"
"403",403,"4 Promille","Ten and a half","6ASLeE3HavBPc0dCTuIRPP","Alte Schule","2007"
"404",404,"4 Promille","Time For Suicde","6SA8mpl18du0uukW2bqiVZ","Und ab","2000"
"405",405,"4 Skins","1984 (Strength Thru Oi!)","1p22JewQNzPfqLEwQCeBef","Single and Rarities","1999"
"406",406,"4 Skins","5 More Years","5BXGgdlX3o0BxpnVNlVo7N","A Fistful of 4 Skins","1983"
"407",407,"4 Skins","Betrayed","2nH79ze7mLApnNccz38oYn","A Fistful of 4 Skins","1983"
"408",408,"4 Skins","Get Out Of My Life (Single)","2w7kuUVTf7rasRuDTYCSjk","Single and Rarities","1999"
"409",409,"4 Skins","Jealousy (Radio Session)","5vlnvO1xI2fTuCxeY4F1VN","The Secret Life of the 4 Skins","2001"
"410",410,"4 Skins","Johnny Go Home","5hoSYeSIl1tHtwkmL5k5Mu","A Fistful of 4 Skins","1983"
"411",411,"4 Skins","New War","6u2fdKCQ9eBmzBlEIpeQvL","A Fistful of 4 Skins","1983"
"412",412,"4 Skins","Seems To Me (Unreleased 45)","64P9fNWCCx3Qx0COyXWDMz","Single and Rarities","1999"
"413",413,"4 Skins","The Spy From Alaska","1NQvemKxr5y0GX8s06YCbo","A Fistful of 4 Skins","1983"
"414",414,"4 Skins","Wonderful World (Oi! The Album)","4ducGE8mQizgCJwDjk1R2L","Single and Rarities","1999"
"415",415,"4 Skins","Yesterdays Heroes (Bumper Sessions)","5iGSqR4FGiQ7HtSpBTFgoP","Single and Rarities","1999"
"416",416,"4 Strings","(Take Me Away) Into The Night","2iXSGmkft1qLUwxkRolc9U","Take Me Away (Into the Night)","2002"
"417",417,"4 Strings","The Way It Should Be","1q1ogZHjQajpd5JI89wmGK","The Way It Should Be","2008"
"418",418,"4 Strings","Turn It Around","3CGW4ZoyQLeJleMIWpM8fD","Turn It Around","2004"
"419",419,"40 Cal","Movie Shoot","31pOLxlRqumH8GlJ2M9uZp","Mooga","2008"
"420",420,"40 Cal","Y'all Know","1r4eX7CtL6UUoHsX6EMNvZ","Trigger Happy 2","2007"
"421",421,"40 Cal.","Weed Song","2FFgpvz7Nj4dRdeD4DuZNr","Broken Safety","2006"
"422",422,"40 Cal.","Worried (Feat. Sudaboss)","28ZQ9ZZb6aHanHVfi2S4HQ","Broken Safety","2006"
"423",423,"40 Glocc","100","6AkTVqpux8Kc24FAmxUPuK","Concrete Jungle","2009"
"424",424,"40 Glocc","Safari","7B9OjctD5VWmPQlRA6uBDV","Concrete Jungle","2009"
"425",425,"40 Glocc","Skit","0tYljI27OyyJgak153AwDw","Concrete Jungle","2009"
"426",426,"40 Grit","A Part Of Me","6dYDMBfVOeutzQM6iVdqWO","Nothing to Remember","2003"
"427",427,"40 Grit","Last Time Around","3aiI2rX38ixmAclWXiequ7","Nothing to Remember","2003"
"428",428,"40 Grit","No Giving In","1ihOtyqMvWm2Jqd0uMfVWy","Nothing to Remember","2003"
"429",429,"45 Grave","Procession","45 Grave","Sleep In Safety","1983"
"430",430,"45 Grave","Surf Bat","1oN0o0h1YRyzCZHpspvnYZ","Sleep In Safety","1983"
"431",431,"45 Grave","Violent World","7vsCsusYcnsoPzV1WRyAyA","Sleep In Safety","1983"
"432",432,"45 Grave","Wax","2o2GHFNZIoBkYnFJyIZHxB","Only The Good Die Young","1989"
"433",433,"46 Short","Damned Nation","46 Short","I Killed Punk Rock","2006"
"434",434,"46 Short","Human Race","4zyV9XjzOEoStKzyBvfeno","Truth Denied","2006"
"435",435,"46 Short","Prisoner","6PMCFBcgSNC9UVuanEAMP0","Truth Denied","2006"
"436",436,"46 Short","Questions Of Futility","6daj2MDiQPq38hC5e5DQqi","Truth Denied","2006"
"437",437,"46 Short","Still Walking","3f6dgJ5J5wDeAJ7oWogZgz","Truth Denied","2006"
"438",438,"4ft Fingers","Back On The Wagon Again","5sxxuWHsmwUTBv9uWvZL7w","A Cause For Concern","2004"
"439",439,"4ft Fingers","Carpe Diem / Fire In Your Eyes","05WoZSbqTWvqKPGFpDlMta","From Hero To Zero","2002"
"440",440,"4ft Fingers","Constricted","0NL7I1ImOyIzY90Z0qIiSk","At Your Convenience","2002"
"441",441,"4ft Fingers","Head Held High","2aXd4YK2VHTfG7mOD5wBvd","A Cause For Concern","2004"
"442",442,"4ft Fingers","Only Time Will Tell","2nNfXGO7okNWbgk4iAOaGz","A Cause For Concern","2004"
"443",443,"4ft Fingers","Thick As Thieves","0QMaLQM9rFjIQIGmML7dvC","New Beginnings Of Old Stories","2008"
"444",444,"4hero","In The Shadow","2B6wH8ONJ29iThlLYBBemi","Reinforced Presents 4hero - The Early Plates","2008"
"445",445,"4hero","People Always Criticise Us","0lEUX1K5Vv31iuijH8DL2M","Reinforced presents 4hero - Parallel Universe","2009"
"446",446,"4hero","Talk Around Town","1Lfx0VVKIAf3D3dGBXJHCz","Reinforced presents 4hero - Parallel Universe","2009"
"447",447,"4hero","Three Thousand And Five","7qu0Hu4R92SbV3VOLU1kxs","Two Pages","1998"
"448",448,"4hero / Jill Scott","Another Day","5bUeN1bZKkmP4SJb0aft8B","Creating Patterns","2001"
"449",449,"4Him","Before The River Came","39uSDREuvDiY972mQmWcCZ","Chapter One .. A Decade","2001"
"450",450,"4Him","Face The Nation","36OAhAe3mEQAOVtpIZzX8x","Face The Nation","1991"
"451",451,"4Him","Lay It On The Line","29pkXVqOmYpXzc6xobOlWB","The Message","1997"
"452",452,"4Him","Let The Lion Run Free","0TOILX5ncYDP8w7euHTV6D","Obvious","1998"
"453",453,"4Him","Living Water_ Bread of Life","3bZ5rQHqMIDDcdNgcVvB3C","4Him","1990"
"454",454,"4Him","When I Need You Most","5k5aSxSRa8Q7pVLO5llx40","4Him","1990"
"455",455,"4Him","Where There Is Faith","6zTrDHttc6yXR5Wc9n816G","4Him","1990"
"456",456,"4Him","Wings","4LvjBGA5FhLfb6NtaD7EY5","The Ride","1994"
"457",457,"4LYN","Chosen","5rKmXysiZKnPtteLwmyu2n","Compadres","2006"
"458",458,"4LYN","Hello (For You I'm Dying)","5bNTkHGVqeDCTEeiUDmktQ","Hello","2006"
"459",459,"4LYN","New Week","7GNa82uxJJgqZbyylCMONf","Compadres","2006"
"460",460,"4LYN","Syndrome","5Tc71lbUMlpHa19aBcZcxV","Take It as a Compliment","2006"
"461",461,"4LYN","Train","3qJnENaGnj3qGYbxUawTmo","Take It as a Compliment","2006"
"462",462,"4LYN","World's Gone Crazy","1Kl2F7rgd2kciFvNm05oo3","The Jumpoff EP","2008"
"463",463,"4th Avenue Jones","Wife 4 Life","3KJ3blCkh8dZs2Vv24SLlL","The Rose That Grew From Concrete","2000"
"464",464,"4tunes","Statements","3p02yVNMGJ478N19Wj9CoY","Cosmic Chill Lounge Vol. 2","2008"
"465",465,"5 In Love","Smooth","5 In Love","ERROR subscript",NA
"466",466,"5 Royales","Courage To Love","1fb6qKRiRnJM32wEJg9JrO","Essential Doo Wop - Bells of Love","2008"
"467",467,"5 Royales","Right Around The Corner","1HWcfFPB3gWjiAdNmXnNlJ","Dedicated To You","2005"
"468",468,"50 Cent","Gotta Make It To Heaven","1dnBuF3ggJb41mfQCHIdzn","Get Rich Or Die Tryin'","2003"
"469",469,"50 Cent","I'm Supposed To Die Tonight","6ygSlFgsuHPLENIKP860Hg","The Massacre","2005"
"470",470,"50 Cent","In Da Club","4RY96Asd9IefaL3X4LOLZ8","Get Rich Or Die Tryin'","2003"
"471",471,"50 Cent","Outta Control","4GaDNcMkhlTYepaxhWeiBg","Best Of 50 Cent","2017"
"472",472,"50 Cent","Places To Go","2hARTYV46zzxDEjui6AXy1","8 Mile","2002"
"473",473,"50 Cent","Straight To The Bank","6530klKZZmOHL2ACme2rRJ","Curtis","2007"
"474",474,"50 Cent_ DJ Whoo Kid","Why They Look Like That","0O5WYXKOigLIqhG39RaCI5","Bullet Proof","2007"
"475",475,"50 Lions","For The Worst","2euNHQRokTzcDuIWb9cQxA","Where Life Expires","2009"
"476",476,"51717","Dasha","3g96Zphk6R1iYRvKiF8wSX","747","2007"
"477",477,"51717","Drugm","4Gdxzn9ElzG8CniJpNn0gg","747","2007"
"478",478,"51717","Maariv","4mPK4JDIdrlhlbtm3t2DDB","747","2007"
"479",479,"51717","Shacharit","47cPMetdM8auvYZj8naFXD","747","2007"
"480",480,"55 Escape","Liez","4aWKzlhseW4PJAWhZ4CCfn","Closing In","2007"
"481",481,"55 Escape","Step Back","2oTSynPX1LTNtySJCJOj1X","Closing In","2007"
"482",482,"56 Hope Road","360","34r4fTLUe0HHfh8At2ozGg","Once In Our Lives","2005"
"483",483,"56 Hope Road","State of Mind","0XlT7z7QYlkbCZjsiqjUzC","All Points Connect","2002"
